City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
51,enewetak,11.3474,162.3373,27.88,74,14,8.56,MH,1746363933
52,cidreira,-30.1811,-50.2056,20.92,68,0,3.92,BR,1746363689
53,blackmans bay,-43.0167,147.3167,15.07,65,100,3.78,AU,1746363936
54,pandan,14.0453,124.1694,27.14,85,99,2.99,PH,1746363937
55,siocon,7.7061,122.1353,27.35,83,100,1.44,PH,1746363938
56,rechytsa,52.3617,30.3916,21.31,64,84,8.13,BY,1746363939
57,pacific grove,36.6177,-121.9166,10.37,89,38,1.79,US,1746363940
58,cockburn town,21.4612,-71.1419,25.23,81,69,6.62,TC,1746363941
59,ilulissat,69.2167,-51.1,1.01,64,20,3.6,GL,1746363943
60,pitimbu,-7.4706,-34.8086,28.67,63,2,4.6,BR,1746363944
61,polyarnyy,69.1989,33.4478,1.0,97,100,13.6,RU,1746363945
62,leirvik,59.7798,5.5005,12.23,30,0,5.14,NO,1746363946
63,olonkinbyen,70.9221,-8.7187,-2.32,79,100,10.83,SJ,1746363947
64,saint-pierre,-21.3393,55.4781,27.82,69,100,3.09,RE,1746363948
65,tiksi,71.6872,128.8694,-11.0,99,100,2.02,RU,1746363949
66,aasiaat,68.7098,-52.8699,-2.14,68,99,1.51,GL,1746363783
67,sao vicente,-23.9631,-46.3919,25.0,69,75,1.03,BR,1746363935
68,sydney,-33.8679,151.2073,18.46,88,75,2.57,AU,1746363954
69,thunder bay,48.4001,-89.3168,3.99,93,20,3.09,CA,1746363192
70,kampung tanjung karang,3.4242,101.1849,27.76,86,100,3.01,MY,1746363956
71,dudinka,69.4058,86.1778,-4.71,94,21,2.5,RU,1746363957
72,kill devil hills,36.0307,-75.676,22.01,88,100,8.23,US,1746363958
73,ust-nera,64.5667,143.2,-1.97,97,100,2.38,RU,1746363959
74,klyuchi,52.2667,79.1667,20.54,26,65,6.58,RU,1746363960
75,vilyuchinsk,52.9306,158.4028,3.15,99,100,2.19,RU,1746363961
76,ruhpolding,47.7667,12.65,12.47,90,100,2.5,DE,1746363962
77,qaqortoq,60.7167,-46.0333,1.86,99,100,0.96,GL,1746363963
78,vernon,50.2581,-119.2691,8.74,61,81,1.03,CA,1746363965
79,horta,38.5333,-28.6333,17.8,77,20,6.17,PT,1746363968
80,la passe,45.5549,-0.8967,18.96,73,22,5.43,FR,1746363969
81,lindi,-10.0,39.7167,27.08,90,100,3.04,TZ,1746363970
82,tuni,17.35,82.55,29.4,75,14,4.81,IN,1746363971
83,ponta delgada,37.7333,-25.6667,18.44,88,75,4.63,PT,1746363972
84,tamanrasset,22.785,5.5228,31.95,8,0,1.54,DZ,1746363723
85,hermanus,-34.4187,19.2345,23.22,42,0,2.39,ZA,1746363974
86,qurayyat,31.3318,37.3428,28.1,15,40,8.23,SA,1746363975
87,gaspe,48.8334,-64.4819,9.12,61,75,1.54,CA,1746363719
88,vorchdorf,48.0039,13.9212,13.83,79,100,1.93,AT,1746363977
89,kralendijk,12.15,-68.2667,29.99,70,20,6.17,BQ,1746363979
90,nueva esperanza,15.2667,-87.6,25.81,85,87,0.77,HN,1746363980
91,bredasdorp,-34.5322,20.0403,23.99,23,0,0.79,ZA,1746363981
92,kone,-21.0595,164.8658,21.04,79,100,1.26,NC,1746363982
93,vilyuysk,63.7553,121.6247,-3.07,95,23,2.11,RU,1746363984
94,rongelap,11.1635,166.8941,27.42,74,8,7.89,MH,1746363985
95,gerash,27.6652,54.1371,39.08,11,92,6.9,IR,1746363986
96,pontianak,-0.0333,109.3333,28.99,84,20,1.54,ID,1746363987
97,jinka,5.65,36.65,17.24,94,100,1.14,ET,1746363988
98,college,64.8569,-147.8028,-0.01,87,20,0.0,US,1746363991
99,luganville,-15.5333,167.1667,25.65,85,67,4.25,VU,1746363992
100,les anglais,18.3054,-74.2197,25.87,70,0,1.95,HT,1746363993
101,coquimbo,-29.9533,-71.3436,15.0,84,100,0.95,CL,1746363882
102,mwinilunga,-11.7358,24.4293,23.36,69,100,3.25,ZM,1746363995
103,el calafate,-50.3408,-72.2768,2.94,77,100,0.41,AR,1746363996
104,kourou,5.1552,-52.6478,27.08,81,53,3.09,GF,1746363999
105,georgetown,5.4112,100.3354,26.96,93,40,3.6,MY,1746363636
106,nadi,-17.8,177.4167,22.49,89,14,3.24,FJ,1746364001
107,mareeba,-17.0,145.4333,21.15,92,97,3.45,AU,1746364002
108,vorgashor,67.5833,63.95,1.34,86,100,5.71,RU,1746364003
109,papatowai,-46.5619,169.4708,8.42,83,17,2.87,NZ,1746364005
110,edinburgh of the seven seas,-37.0676,-12.3116,15.87,67,17,10.29,SH,1746364006
111,jamestown,42.097,-79.2353,11.68,99,100,5.14,US,1746363924
112,staritsa,56.5075,34.9354,14.18,72,100,6.08,RU,1746364008
113,kailua-kona,19.6406,-155.9956,23.98,90,100,2.06,US,1746364009
114,gondia,21.45,80.2,30.87,30,90,3.59,IN,1746364010
115,svetlyy,54.675,20.1347,12.3,69,11,5.82,RU,1746364011
116,acapulco de juarez,16.8634,-99.8901,24.9,73,75,3.09,MX,1746364012
117,port lincoln,-34.7333,135.8667,19.98,44,0,7.36,AU,1746364013
118,hopelchen,19.7667,-89.85,25.88,80,53,2.56,MX,1746364014
119,walvis bay,-22.9575,14.5053,23.28,48,0,3.01,NA,1746364016
120,ajdabiya,30.7554,20.2263,26.76,24,0,5.9,LY,1746364017
121,hotan,37.0997,79.9269,23.11,17,89,6.25,CN,1746363722
122,sirte,31.2089,16.5887,27.97,27,5,4.75,LY,1746364019
123,anadyr,64.75,177.4833,-10.72,79,0,9.0,RU,1746364020
124,port elizabeth,-33.918,25.5701,23.51,54,7,0.45,ZA,1746364022
125,hasaki,35.7333,140.8333,15.65,66,81,9.07,JP,1746364023
126,mugia,43.1041,-9.2179,16.62,78,94,1.98,ES,1746364025
127,lapua,62.9693,23.0088,4.06,38,99,6.03,FI,1746364026
128,san luis de la loma,17.2706,-100.8939,24.6,75,10,1.86,MX,1746364027
129,belmonte,-15.8631,-38.8828,24.55,83,100,4.02,BR,1746364028
130,kodiak,57.79,-152.4072,3.73,93,100,9.77,US,1746364029
131,lompoc,34.6391,-120.4579,11.23,83,100,5.66,US,1746364032
132,bassila,9.0081,1.6654,34.33,40,91,2.55,BJ,1746364033
133,moia,41.8101,2.0958,21.14,70,98,0.45,ES,1746364034
134,turuntayevo,52.2,107.6167,5.34,35,49,2.42,RU,1746364035
135,hawaiian paradise park,19.5933,-154.9731,20.73,89,100,2.06,US,1746364036
136,west island,-12.1568,96.8225,26.99,74,40,5.66,CC,1746364037
137,hamilton,39.1834,-84.5333,10.23,94,100,2.57,US,1746363862
138,columbus,39.9612,-82.9988,11.4,97,100,2.57,US,1746363721
139,nanma,36.1817,118.1583,15.01,47,100,3.98,CN,1746364041
140,goure,13.9835,10.2704,37.38,7,100,4.31,NE,1746364042
141,whitehorse,60.7161,-135.0538,-1.57,63,20,1.54,CA,1746363911
142,remire-montjoly,4.9167,-52.2667,29.02,84,20,1.03,GF,1746364044
143,kapuskasing,49.4169,-82.4331,3.05,87,75,3.09,CA,1746363962
144,isla mujeres,21.2311,-86.731,28.03,73,87,4.71,MX,1746363866
145,st. john's,47.5649,-52.7093,9.53,96,100,3.34,CA,1746364047
146,eilenburg,51.4598,12.6334,13.53,60,100,4.51,DE,1746364048
147,corral de almaguer,39.7545,-3.1865,15.47,57,100,6.71,ES,1746364050
148,talnakh,69.4865,88.3972,-2.15,94,23,1.89,RU,1746364051
149,hami,42.8,93.45,22.0,9,0,11.15,CN,1746364052
150,beyneu,45.3167,55.2,26.45,17,100,3.58,KZ,1746364053
151,westport,41.1415,-73.3579,18.49,89,75,2.06,US,1746363784
152,novaya igirma,57.1334,103.9112,6.69,81,14,1.77,RU,1746364055
153,saint-francois,46.4154,3.9054,17.69,84,100,1.54,FR,1746364056
154,sillamae,59.3997,27.7547,8.2,60,91,3.04,EE,1746364057
155,kizhinga,51.8462,109.9097,5.83,25,10,0.15,RU,1746364060
156,castro,-24.7911,-50.0119,17.14,75,20,2.47,BR,1746364061
157,kirensk,57.7853,108.1119,3.16,91,82,1.41,RU,1746364062
158,mili,6.0815,171.735,27.77,80,94,5.82,MH,1746364063
159,howrah,22.5892,88.3103,31.0,58,40,3.6,IN,1746364064
160,terrace,54.5163,-128.6035,4.87,97,100,1.12,CA,1746364065
161,pariaman,-0.619,100.12,29.0,76,100,1.66,ID,1746364066
162,ascension,30.2169,-90.9001,19.44,83,0,0.45,US,1746364067
163,voi,-3.3945,38.563,27.95,62,100,4.47,KE,1746364069
164,avarua,-21.2078,-159.775,22.03,94,20,1.54,CK,1746364070
165,tra vinh,9.9347,106.3453,27.07,79,100,2.53,VN,1746364071
166,pasuquin,18.3328,120.6177,26.97,74,40,2.06,PH,1746364072
167,aldinga beach,-35.2793,138.4604,21.48,43,100,7.38,AU,1746364073
168,iskateley,67.6803,53.1512,1.16,100,100,2.6,RU,1746364075
169,glace bay,46.1969,-59.957,10.25,98,75,2.06,CA,1746364076
170,hadibu,12.65,54.0333,30.52,70,44,1.13,YE,1746364077
171,dhidhdhoo,6.8833,73.1,29.41,76,15,4.39,MV,1746364078
172,thompson,55.7435,-97.8558,3.09,60,20,1.54,CA,1746363914
173,summerside,46.3959,-63.7876,5.45,94,100,0.42,CA,1746364080
174,buchanan,5.8808,-10.0467,29.59,71,72,2.94,LR,1746364081
175,utrik,11.2278,169.8474,27.06,75,1,8.15,MH,1746364082
176,tazovsky,67.4667,78.7,-5.72,87,5,3.63,RU,1746364083
177,nanning,22.8167,108.3167,28.54,79,1,5.77,CN,1746364085
178,hun,29.1268,15.9477,31.97,9,0,1.24,LY,1746364087
179,tindouf,27.6711,-8.1474,29.83,11,52,9.16,DZ,1746364088
180,praia da vitoria,38.7333,-27.0667,16.35,76,100,4.08,PT,1746364089
181,taoru,28.2167,76.95,36.72,20,42,0.97,IN,1746364090
182,kita,13.0349,-9.4895,35.72,34,99,0.82,ML,1746364091
183,udachny,66.4167,112.4,-0.87,86,100,2.8,RU,1746364092
184,aykhal,66.0,111.5,-2.83,93,100,3.26,RU,1746364093
185,hegang,47.4,130.3667,5.92,78,95,1.98,CN,1746364095
186,el carmen,8.5106,-73.4478,23.93,70,82,0.32,CO,1746364096
187,san salvador de jujuy,-24.1946,-65.2971,16.74,65,5,0.87,AR,1746364097
188,saipan,15.1355,145.701,28.39,79,40,4.12,MP,1746364098
189,lebanon,36.2081,-86.2911,11.58,92,100,5.14,US,1746363815
190,ouesso,1.6136,16.0517,35.72,34,9,0.99,CG,1746364100
191,longyearbyen,78.2186,15.6401,-5.09,63,20,3.09,SJ,1746364101
192,toamasina,-18.1667,49.3833,27.39,67,19,2.54,MG,1746364102
193,bougouni,11.417,-7.479,33.81,37,100,1.72,ML,1746364103
194,port mathurin,-19.6833,63.4167,27.17,78,9,3.04,MU,1746364105
195,necochea,-38.5473,-58.7368,18.14,69,100,4.84,AR,1746364106
196,east london,-33.0153,27.9116,21.27,54,0,6.33,ZA,1746364107
197,kish,26.5578,54.0194,33.15,49,0,6.17,IR,1746364108
198,mount gambier,-37.8333,140.7667,18.2,42,100,5.25,AU,1746364109
199,galliano,29.4422,-90.2992,21.0,68,0,2.06,US,1746364110
200,frontera,26.9333,-101.45,20.18,74,98,0.89,MX,1746364111
201,mirpur sakro,24.5474,67.6277,30.61,62,0,10.15,PK,1746364112
202,basco,20.4487,121.9702,28.22,84,68,6.77,PH,1746364113
203,akureyri,65.6835,-18.0878,12.64,55,100,3.96,IS,1746364115
204,gadzhiyevo,69.2551,33.3362,0.96,97,100,13.95,RU,1746364116
205,new plymouth,-39.0667,174.0833,9.94,83,0,4.3,NZ,1746364117
206,viru,-8.4167,-78.75,21.22,76,98,1.55,PE,1746364118
207,zambezi,-13.5432,23.1047,28.12,46,57,3.96,ZM,1746364119
208,sitka,57.0531,-135.33,4.94,81,40,3.09,US,1746364120
209,chonchi,-42.6128,-73.8092,4.51,92,99,1.19,CL,1746364121
210,san patricio,28.017,-97.5169,20.97,73,0,4.32,US,1746364122
211,itupiranga,-5.1347,-49.3267,29.4,68,0,1.57,BR,1746364124
212,arraial do cabo,-22.9661,-42.0278,24.92,73,40,3.09,BR,1746364126
213,murzuq,25.9155,13.9184,31.8,8,0,3.66,LY,1746364127
214,nova sintra,14.8667,-24.7167,22.15,87,4,9.44,CV,1746364128
215,cartagena,10.3997,-75.5144,27.79,83,40,4.92,CO,1746364002
216,puerto baquerizo moreno,-0.9,-89.6,23.62,84,89,1.83,EC,1746364130
217,las varillas,-31.8721,-62.7195,21.53,72,100,4.08,AR,1746364131
218,castillos,-34.1667,-53.8333,19.35,71,0,3.01,UY,1746364133
219,kavaratti,10.5669,72.642,29.76,70,11,5.11,IN,1746364134
220,miracema do tocantins,-9.5618,-48.3967,29.33,58,55,3.01,BR,1746364135
221,lerwick,60.1545,-1.1494,7.76,59,80,8.13,GB,1746364136
222,vila do maio,15.1333,-23.2167,22.31,81,2,6.0,CV,1746364137
223,takoradi,4.8845,-1.7554,31.15,66,68,3.55,GH,1746364138
224,barra de santo antonio,-9.4047,-35.5072,26.64,80,63,2.44,BR,1746364139
225,wellesbourne,52.1948,-1.5911,13.01,53,99,5.89,GB,1746364140
226,usevia,-7.1,31.2333,23.15,78,100,1.41,TZ,1746364141
227,rosales,15.8944,120.6328,28.47,85,100,2.26,PH,1746364142
228,tura,25.5198,90.2201,25.52,60,14,1.27,IN,1746364143
229,situbondo,-7.7062,114.0098,27.8,91,7,1.51,ID,1746364053
230,hailun,47.45,126.9333,7.47,44,7,3.41,CN,1746363903
231,aquin,18.2833,-73.4,26.32,74,0,1.69,HT,1746364147
232,ancud,-41.8697,-73.8203,8.31,84,82,2.3,CL,1746364148
233,natal,-5.795,-35.2094,30.12,62,40,5.66,BR,1746363644
234,bang saphan,11.2126,99.5117,25.59,94,100,1.33,TH,1746364142
235,shchyolkino,45.4291,35.8223,16.34,73,100,1.91,UA,1746364151
236,andovoranto,-18.95,49.1,27.35,69,6,2.12,MG,1746364152
237,afaahiti,-17.75,-149.2833,25.3,74,27,1.56,PF,1746364153
238,sola,-13.8833,167.55,27.77,77,86,10.79,VU,1746364155
239,uturoa,-16.7333,-151.4333,26.54,71,0,0.62,PF,1746364156
240,kapa'a,22.0752,-159.319,24.18,84,40,6.17,US,1746364157
241,talodi,10.6325,30.3797,38.27,6,100,4.37,SD,1746364158
242,katabu,-4.9333,122.5167,24.11,95,100,1.76,ID,1746364159
243,barah,13.7,30.3667,35.76,7,97,6.24,SD,1746364160
244,dunedin,-45.8742,170.5036,7.11,95,100,0.89,NZ,1746364162
245,nar'yan-mar,67.6713,53.087,1.11,100,100,2.63,RU,1746364163
246,margate,51.3813,1.3862,12.05,67,99,0.89,GB,1746364164
247,maragogi,-9.0122,-35.2225,28.75,66,89,4.31,BR,1746364165
248,tarawa,1.419,172.984,28.05,89,75,3.09,KI,1746363638
249,turpan,42.9333,89.1667,27.66,11,8,3.54,CN,1746364167
250,horsham,51.064,-0.3272,14.93,48,20,6.17,GB,1746364168
251,nieves,15.3274,120.9485,27.75,80,100,0.93,PH,1746364170
252,tsiombe,-25.3,45.4833,21.68,67,100,5.23,MG,1746364171
253,bam,29.106,58.357,34.76,7,0,7.8,IR,1746364172
254,eyl,7.9803,49.8164,30.13,64,98,6.41,SO,1746364175
255,fale old settlement,-9.3852,-171.2468,28.52,71,84,1.98,TK,1746364176
256,egilsstadir,65.2653,-14.3948,16.26,44,67,3.22,IS,1746364177
257,thurso,58.5927,-3.5259,9.14,60,91,6.76,GB,1746364178
258,yambio,4.5721,28.3955,31.86,43,77,0.95,SS,1746364179
259,port alfred,-33.5906,26.891,21.77,68,67,3.13,ZA,1746364182
260,ishikawa,26.4233,127.8214,23.35,88,75,3.09,JP,1746364183
261,bijar,35.8668,47.6051,17.5,51,100,4.13,IR,1746364184
262,mildura,-34.2,142.15,16.15,66,100,5.16,AU,1746364185
263,shimoda,34.6667,138.95,13.96,71,7,4.08,JP,1746364186
264,fort bragg,35.139,-79.006,17.91,90,100,3.09,US,1746364187
265,split,43.5089,16.4392,25.06,41,0,3.09,HR,1746364188
266,masterton,-40.9597,175.6575,4.16,91,0,0.39,NZ,1746364171
267,bandar lampung,-5.4254,105.258,25.78,92,100,1.72,ID,1746364190
268,coari,-4.085,-63.1414,25.97,91,31,1.09,BR,1746363958
269,constantia,44.1833,28.65,21.5,60,6,8.84,RO,1746364192
270,badulla,6.9895,81.0557,23.7,86,100,1.46,LK,1746364194
271,vila franca do campo,37.7167,-25.4333,18.27,99,100,3.91,PT,1746364195
272,antonio enes,-16.2325,39.9086,25.14,86,99,6.75,MZ,1746364196
273,lionel town,17.8101,-77.2406,27.92,80,3,2.8,JM,1746364197
274,troitskoye,52.9821,84.6757,10.86,45,100,3.1,RU,1746364198
275,nemuro,43.3236,145.575,5.01,96,100,3.84,JP,1746364199
276,saint-philippe,-21.3585,55.7679,26.18,81,44,3.07,RE,1746364200
277,bom jesus,-9.0744,-44.3586,30.69,47,54,3.96,BR,1746364201
278,khandyga,62.6667,135.6,2.17,80,100,2.21,RU,1746364202
